"PostCode","shortPostcode","Year","PAON","Price"
"OX3 0HS","OX3","2019","F",144000
"OX4 2ER","OX4","2019","F",286750
"OX3 7SL","OX3","2019","F",183000
"OX27 8AE","OX27","2019","T",355000
"YO24 1UB","YO24","2019","F",152000
"YO62 6RQ","YO62","2019","T",177500
"LS17 9LW","LS17","2019","F",425000
"OX7 3ET","OX7","2019","D",967500
"OX7 3PU","OX7","2019","T",455000
"BD20 7RN","BD20","2019","F",117500
"YO17 9HR","YO17","2019","F",74000
"OX3 9FX","OX3","2019","F",370000
"HG3 4LA","HG3","2019","F",120000
"OX29 8ST","OX29","2019","F",182500
"YO22 5BT","YO22","2019","T",150000
"YO7 1JN","YO7","2019","F",162000
"OX15 5LS","OX15","2019","T",250000
"YO61 3GP","YO61","2019","F",3e+05
"YO51 9AT","YO51","2019","T",115000
"OX5 2UA","OX5","2019","T",285000
"YO17 9EU","YO17","2019","F",120000
"BD20 8FG","BD20","2019","F",195000
"OX4 4XZ","OX4","2019","F",3e+05
"OX5 2UQ","OX5","2019","T",550000
"OX18 2PF","OX18","2019","S",450000
"BD20 8FG","BD20","2019","F",385000
"YO14 0HW","YO14","2019","F",85000
"BD23 3EG","BD23","2019","F",125000
"TS9 6SE","TS9","2019","T",235000
"OX3 8SE","OX3","2019","F",356000
"OX12 9RG","OX12","2019","F",205000
"HG3 2GP","HG3","2019","F",245000
"HG3 1QN","HG3","2019","T",7e+05
"OX28 5DG","OX28","2019","F",460000
"HG5 8NR","HG5","2019","T",260000
"RG8 9EY","RG8","2019","F",477661
"OX25 3QY","OX25","2019","S",575000
"OX5 3DX","OX5","2019","F",180000
"OX12 9TU","OX12","2019","D",825000
"OX7 3EG","OX7","2019","D",730000
"BD22 7RZ","BD22","2019","T",177500
"LS29 6GU","LS29","2019","F",299000
"S64 8RN","S64","2019","F",117000
"S71 5EH","S71","2019","F",70000
"LS6 1AD","LS6","2019","F",187500
"S65 4NS","S65","2019","F",250000
"WF4 6DT","WF4","2019","F",150000
"S63 7HG","S63","2019","S",194000
"HD4 6TH","HD4","2019","F",2e+05
"S35 0ER","S35","2019","F",110000
"DN4 7PG","DN4","2019","F",112000
"LS19 6JZ","LS19","2019","D",340000
"HD3 3GQ","HD3","2019","F",140000
"LS19 6AJ","LS19","2019","F",129150
"LS8 2WE","LS8","2019","F",565000
"DN4 8DL","DN4","2019","F",74000
"BD10 0LP","BD10","2019","F",178000
"LS20 8FJ","LS20","2019","S",154950
"OX25 6JA","OX25","2019","O",1e+06
"LS19 6AJ","LS19","2019","F",147000
"HX6 4RZ","HX6","2019","F",168500
"BD13 5BU","BD13","2019","T",287500
"LS10 1HR","LS10","2019","F",124000
"LS27 7NU","LS27","2019","F",108000
"LS8 2WE","LS8","2019","F",278000
"BD16 2AP","BD16","2019","F",70000
"BD20 6PP","BD20","2019","F",87500
"S35 7EW","S35","2019","D",210000
"S13 9BG","S13","2019","F",120000
"LS20 8NX","LS20","2019","F",320000
"HD6 4FT","HD6","2019","F",83000
"LS18 5BS","LS18","2019","F",160000
"WF3 2FF","WF3","2019","F",95000
"LS10 1HQ","LS10","2019","F",190000
"S35 3HR","S35","2019","F",128000
"S70 5US","S70","2019","F",114000
"S2 5AY","S2","2019","F",131000
"DN3 1BY","DN3","2019","F",101250
"S36 7GU","S36","2019","F",98000
"DN3 1DS","DN3","2019","T",120000
"BD13 3GH","BD13","2019","F",78000
"WF3 2FW","WF3","2019","F",107000
"YO17 6AB","YO17","2019","O",178000
"YO17 6AH","YO17","2019","O",133500
"YO30 1AU","YO30","2019","S",280000
"OX11 0PG","OX11","2019","S",350000
"S25 3QD","S25","2019","O",139000
"S75 3SP","S75","2019","O",1750000
"S64 8BH","S64","2019","O",150000
"YO61 3FB","YO61","2019","O",155000
"LS20 8NX","LS20","2019","F",350000
"S64 8BH","S64","2019","O",170000
"S63 7LL","S63","2019","O",126000
"YO51 9FE","YO51","2019","D",665000
"LS17 9DN","LS17","2019","F",84000
"LS7 3QF","LS7","2019","S",275000
"OX11 6GY","OX11","2019","F",265000
"RG9 5BB","RG9","2019","D",810000
"RG9 5BB","RG9","2019","S",597000
"OX11 0PG","OX11","2019","S",337500
"OX11 0EY","OX11","2019","S",325000
"DN7 6PT","DN7","2019","O",110000
"LS24 9NH","LS24","2019","O",7500
"LS20 9NW","LS20","2019","O",690000
"OX3 8PZ","OX3","2019","F",130000
"LS10 1HR","LS10","2019","F",145000
"DN12 3FA","DN12","2019","O",375000
"OX9 7AD","OX9","2019","O",526500
"HD7 5DL","HD7","2019","O",180000
"OX9 7AD","OX9","2019","O",351000
"DL8 2ND","DL8","2019","D",749500
"OX10 9LP","OX10","2019","O",3e+05
"OX3 7SP","OX3","2019","F",325000
"SN7 7NW","SN7","2019","O",125000
"WF3 3PA","WF3","2019","O",47500
"S62 6FP","S62","2019","O",53340
"S63 7LL","S63","2019","O",138000
"S36 7AB","S36","2019","F",135000
"S26 7XJ","S26","2019","T",150000
"DN10 6NB","DN10","2019","F",192499
"S6 6SE","S6","2019","T",380000
"OX3 8LP","OX3","2019","F",122500
"OX18 2PD","OX18","2019","D",615000
"S26 7XJ","S26","2019","S",150000
"OX1 5PG","OX1","2019","F",190000
"RG8 9AH","RG8","2019","F",542000
"OX11 6GY","OX11","2019","F",315000
"OX11 6GY","OX11","2019","F",270000
"OX3 9FW","OX3","2019","F",360000
"OX3 9FX","OX3","2019","F",380000
"YO21 1RW","YO21","2019","F",250000
"BD23 3EG","BD23","2019","F",192000
"OX3 9FQ","OX3","2019","F",410000
"OX3 9FW","OX3","2019","F",369000
"HG3 2FB","HG3","2019","S",325000
"HG3 2FB","HG3","2019","D",925000
"YO12 4ND","YO12","2020","S",170001
"YO12 4ND","YO12","2020","O",64999
"HG4 4EF","HG4","2020","O",2645000
"BD20 8AB","BD20","2020","F",94500
"OX29 8RX","OX29","2020","O",420000
"OX5 1SH","OX5","2020","F",525000
"OX11 6GY","OX11","2020","F",299000
"OX11 6GY","OX11","2020","F",340000
"OX11 6GY","OX11","2020","F",250000
"RG8 9HB","RG8","2020","O",475000
"LS29 0DQ","LS29","2020","T",7e+05
"WF3 2GB","WF3","2020","F",115000
"BD11 2DH","BD11","2020","F",125000
"LS20 8LY","LS20","2020","F",135000
"HD7 5TE","HD7","2020","T",340000
"LS29 6PA","LS29","2020","S",4e+05
"S75 1JU","S75","2020","O",175000
"S26 5NU","S26","2020","O",930000
"S73 0UY","S73","2020","O",150000
"LS23 7DZ","LS23","2020","F",280000
"HX2 6JS","HX2","2020","T",110000
"LS8 2BL","LS8","2020","F",125000
"HD3 4ZN","HD3","2020","F",130000
"HX3 8QG","HX3","2020","F",225000
"LS7 3JU","LS7","2020","F",153000
"WF9 2LD","WF9","2020","F",35000
"LS18 5NJ","LS18","2020","F",85500
"LS6 1FH","LS6","2020","F",199950
"LS29 6RS","LS29","2020","F",170000
"BD17 6BN","BD17","2020","F",122500
"BD22 8LE","BD22","2020","F",147500
"HD7 5UN","HD7","2020","F",195000
"S35 4LE","S35","2020","F",60500
"LS13 4LD","LS13","2020","F",112500
"BD2 3DG","BD2","2020","F",58000
"HD9 3XA","HD9","2020","S",132000
"LS18 4GS","LS18","2020","F",219995
"LS25 7HA","LS25","2020","F",95000
"LS20 9BW","LS20","2020","F",135500
"BD18 3LZ","BD18","2020","F",89000
"LS29 6GA","LS29","2020","F",208000
"LS29 6GE","LS29","2020","T",392500
"DN3 1EP","DN3","2020","S",189950
"LS20 9BR","LS20","2020","F",250000
"HX2 6DN","HX2","2020","F",120000
"OX3 9FQ","OX3","2020","F",380000
"OX9 7BS","OX9","2020","O",650000
"S35 7EB","S35","2020","T",32500
"S35 2XP","S35","2020","F",140000
"BD17 7NA","BD17","2020","S",185000
"BD11 2DH","BD11","2020","F",136000
"LS10 1HP","LS10","2020","F",235000
"HD3 4AE","HD3","2020","F",69000
"LS8 2WF","LS8","2020","F",389000
"DN5 8LL","DN5","2020","F",76000
"DN5 8LL","DN5","2020","F",61000
"S17 3LP","S17","2020","F",190000
"LS23 7DZ","LS23","2020","F",3e+05
"BD20 6RY","BD20","2020","T",230000
"S75 3EW","S75","2020","T",222500
"S35 9TZ","S35","2020","F",116000
"HD7 5UW","HD7","2020","F",69950
"BD20 6RY","BD20","2020","T",162500
"LS18 4TT","LS18","2020","F",127500
"BD13 3JB","BD13","2020","T",144950
"LS12 3DH","LS12","2020","F",115000
"BD17 6AY","BD17","2020","F",79900
"HD7 4HG","HD7","2020","F",75000
"S63 7LB","S63","2020","F",90000
"S8 9ST","S8","2020","F",72000
"HD3 4ZN","HD3","2020","F",138000
"TS13 5BH","TS13","2020","S",250000
"YO17 9HJ","YO17","2020","O",325000
"BD10 8DF","BD10","2020","F",155000
"LS18 4LB","LS18","2020","F",439950
"LS27 8RN","LS27","2020","F",112500
"YO60 7PB","YO60","2020","F",270000
"DL8 4NS","DL8","2020","S",168500
"OX29 9NX","OX29","2020","S",350000
"YO24 1QR","YO24","2020","F",170000
"OX4 2ER","OX4","2020","F",174000
"LS7 3NX","LS7","2020","F",160000
"LS28 5BD","LS28","2020","F",132000
"BD20 8FG","BD20","2020","F",249000
"BD20 8FG","BD20","2020","F",169950
"BD20 8FG","BD20","2020","F",204485
"BD20 8FG","BD20","2020","F",310000
"OX15 6QS","OX15","2020","S",455000
"BD20 8FG","BD20","2020","F",190000
"HX2 7RQ","HX2","2020","S",315000
"BD17 6DN","BD17","2020","S",3e+05
"HX4 0HQ","HX4","2020","F",189000
"LS26 8UW","LS26","2020","F",195000
"BD11 2DH","BD11","2020","F",143000
"LS19 7EJ","LS19","2020","F",130000
"BD17 6PG","BD17","2020","F",90000
"HX4 0HF","HX4","2020","F",225000
"BD20 5UG","BD20","2020","F",250000
"LS8 2BL","LS8","2020","F",115000
"HX4 0HG","HX4","2020","F",174000
"BD10 9RJ","BD10","2020","O",32000
"BD16 2AJ","BD16","2020","F",87000
"LS29 6FE","LS29","2020","F",127000
"HD3 4ZW","HD3","2020","F",1e+05
"WF13 4DT","WF13","2020","F",42000
"LS18 5NG","LS18","2020","F",150000
"HD7 6JG","HD7","2020","T",250000
"HD9 3TQ","HD9","2020","F",199000
"LS13 4BG","LS13","2020","F",101000
"LS20 9BR","LS20","2020","F",220000
"LS18 4TT","LS18","2020","F",123000
"HX2 6DN","HX2","2020","F",125000
"LS27 8LD","LS27","2020","F",96000
"LS27 9NH","LS27","2020","O",150000
"BD11 1NQ","BD11","2020","O",375000
"BD4 8DB","BD4","2020","F",71000
"WF7 7JJ","WF7","2020","S",175000
"BD20 5RY","BD20","2020","T",310000
"LS12 2EW","LS12","2020","F",90000
"LS12 2EW","LS12","2020","F",75000
"LS12 2EW","LS12","2020","F",84000
"LS12 2EW","LS12","2020","F",88000
"BD10 8DF","BD10","2020","F",98000
"BD22 7SU","BD22","2020","T",215000
"LS20 8LY","LS20","2020","F",145000
"HD9 4JA","HD9","2020","O",54950
"BD17 6EJ","BD17","2020","T",77000
"HX2 6JS","HX2","2020","T",115000
"LS10 1HF","LS10","2020","F",240000
"LS6 2AB","LS6","2020","F",232000
"LS12 2HH","LS12","2020","F",34500
"BD16 2AN","BD16","2020","F",82625
"BD10 0LQ","BD10","2020","F",135500
"HD8 8NZ","HD8","2020","D",326500
"LS18 5NG","LS18","2020","F",126500
"LS10 1NG","LS10","2020","F",192000
"LS10 1NG","LS10","2020","F",195000
"LS10 1NW","LS10","2020","F",192000
"HD7 5UN","HD7","2020","F",90000
"LS26 9ET","LS26","2020","T",325000
"LS23 7BA","LS23","2020","S",354000
"WF6 2RL","WF6","2020","T",178000
"LS23 7DZ","LS23","2020","F",445000
"LS19 7HZ","LS19","2020","O",130915
"BD15 7QX","BD15","2020","O",810000
"BD17 6SP","BD17","2020","F",415000
"S20 4TR","S20","2020","F",39250
"OX29 5BB","OX29","2020","S",325000
"LS7 3NX","LS7","2020","D",290000
"YO60 7PB","YO60","2020","F",310000
"YO61 1LN","YO61","2020","S",238000
"OX5 3FS","OX5","2020","S",695000
"OX3 9AA","OX3","2020","F",340000
"OX13 5BY","OX13","2020","F",212250
"OX4 4QR","OX4","2020","F",188000
"LS27 9DJ","LS27","2020","F",6e+05
"YO13 9PL","YO13","2020","S",233000
"OX3 9AA","OX3","2020","F",327500
"LS27 8WQ","LS27","2020","F",89500
"BD20 6TR","BD20","2020","T",148000
"HX4 0HF","HX4","2020","F",220000
"LS21 1LQ","LS21","2020","T",272000
"YO14 0NZ","YO14","2020","D",238000
"BD22 9JS","BD22","2020","T",220000
"WF4 5DS","WF4","2020","D",332500
"HX4 9PN","HX4","2020","F",130000
"BD22 9NP","BD22","2020","T",277000
"HX6 4BG","HX6","2020","F",76000
"BD17 7QD","BD17","2020","O",175000
"OX27 9AS","OX27","2020","D",715000
"RG4 9BU","RG4","2020","S",650000
"YO51 9EH","YO51","2020","S",192500
"BD23 4EY","BD23","2020","F",96000
"DL6 3EY","DL6","2020","T",1550000
"OX7 3DF","OX7","2020","T",225000
"OX11 9QF","OX11","2020","S",433000
"HD8 8AY","HD8","2020","T",275000
"LS25 5DS","LS25","2020","D",485000
"OX4 4TW","OX4","2020","T",465000
"YO19 6DA","YO19","2020","T",155000
"YO51 9EH","YO51","2020","T",152000
"HG3 1AE","HG3","2020","D",450000
"DL6 2AQ","DL6","2020","S",242000
"YO61 1TR","YO61","2020","T",135000
"BD20 8FG","BD20","2020","F",380000
"BD20 8FG","BD20","2020","F",299250
"BD20 8FG","BD20","2020","F",4e+05
"YO51 9EG","YO51","2020","D",295000
"TS13 5BQ","TS13","2020","T",270000
"YO19 6RE","YO19","2020","S",275000
"YO8 5TJ","YO8","2020","S",191500
"YO61 1EJ","YO61","2020","T",240000
"TS9 6SQ","TS9","2020","F",210000
"OX29 4JW","OX29","2020","F",220000
"YO32 9LU","YO32","2020","F",155000
"YO51 9PQ","YO51","2020","S",194200
"YO7 1NA","YO7","2020","D",250000
"YO24 3BR","YO24","2020","F",125000
"YO24 1QR","YO24","2020","F",185000
"LA6 3HR","LA6","2020","T",160000
"OX7 6FG","OX7","2020","S",212000
"OX3 9EF","OX3","2020","F",270000
"OX3 9EF","OX3","2020","F",275000
"HG3 2RP","HG3","2020","D",287500
"OX7 6NA","OX7","2020","S",445000
"RG8 9BT","RG8","2020","F",318750
"OX10 6HD","OX10","2020","S",650000
"OX44 9JB","OX44","2020","T",280000
"OX3 0NY","OX3","2020","F",231250
"OX29 0AQ","OX29","2020","F",240000
"YO18 7QR","YO18","2020","T",140000
"HG4 4EN","HG4","2020","T",169000
"LA6 3HN","LA6","2020","T",185000
"YO32 2HY","YO32","2020","F",117000
"BD23 3TE","BD23","2020","D",350000
"BD23 6EB","BD23","2020","S",450000
"S64 8RN","S64","2020","F",135000
"OX25 2AZ","OX25","2020","F",199950
"OX25 2AZ","OX25","2020","F",209950
"OX25 2AZ","OX25","2020","F",189950
"OX25 2AZ","OX25","2020","F",264950
"OX25 2AZ","OX25","2020","F",244950
"OX25 2AZ","OX25","2020","F",184950
"OX25 2AZ","OX25","2020","F",259950
"OX29 4NH","OX29","2020","F",130000
"OX25 2AZ","OX25","2020","F",194950
"S35 3HR","S35","2020","F",124500
"WF3 2FZ","WF3","2020","F",80000
"S25 4DY","S25","2020","T",110000
"OX25 2AZ","OX25","2020","F",254950
"S36 2UA","S36","2020","F",38000
"S25 4DB","S25","2020","F",131000
"WF9 1AJ","WF9","2020","T",306000
"LS10 1HG","LS10","2020","F",137500
"LS29 0SY","LS29","2020","F",347500
"LS27 7GP","LS27","2020","F",133450
"LS26 8JH","LS26","2020","F",122500
"YO17 6AE","YO17","2020","O",862500
"HG3 1BQ","HG3","2020","O",178000
"LS18 4GX","LS18","2020","F",124500
"DN7 4JU","DN7","2020","O",750000
"LS18 4GX","LS18","2020","F",174000
"LS18 4GX","LS18","2020","F",128000
"LS18 4GW","LS18","2020","F",205000
"OX27 8AE","OX27","2020","O",305000
"S63 7LB","S63","2020","F",70000
"LA6 3HN","LA6","2020","T",175000
"LS25 5DS","LS25","2020","D",650000
"LS9 0DS","LS9","2020","F",174500
"S63 9EU","S63","2020","O",4071216
"WF2 0XW","WF2","2020","O",336000
"LS29 6AJ","LS29","2020","F",160000
"WF13 4DT","WF13","2020","F",41000
"OX11 6GY","OX11","2020","F",3e+05
"SN6 8HG","SN6","2020","O",1428000
"OX3 9FW","OX3","2020","O",101250
"S72 7BQ","S72","2020","O",372000
"OX44 9AZ","OX44","2020","T",460000
"LS9 0DS","LS9","2020","F",175000
"LS9 0DS","LS9","2020","F",176950
"LS9 0DS","LS9","2020","F",164950
"LS9 0DS","LS9","2020","F",170000
"LS9 0DS","LS9","2020","F",179950
"LS9 0DS","LS9","2020","F",116000
"LS27 9FD","LS27","2020","F",115000
"WF3 2FZ","WF3","2020","T",112000
"WF9 3NL","WF9","2020","O",20000
"DN3 1QR","DN3","2020","O",150000
"BD20 8FG","BD20","2020","F",277450
"BD20 8FG","BD20","2020","F",250000
"S35 3HR","S35","2020","F",125000
"S63 5DP","S63","2020","O",294000
"S35 9YR","S35","2020","O",3e+05
"S20 3GS","S20","2020","O",60000
"LS28 6FB","LS28","2020","F",94000
"LS28 6FB","LS28","2020","F",82500
"LS28 6FB","LS28","2020","F",95000
"LS10 1EU","LS10","2020","F",124950
"BD20 8FG","BD20","2020","F",221000
"HD8 8QJ","HD8","2020","O",675000
"OX27 8AD","OX27","2020","T",325000
"OX25 2AZ","OX25","2020","F",179950
"LS9 0DS","LS9","2020","F",112000
"LS9 0DS","LS9","2020","F",106000
"LS9 0DS","LS9","2020","F",149950
"OX3 8LP","OX3","2020","F",113000
"OX5 3FS","OX5","2020","D",1190000
"WF7 6HB","WF7","2020","D",266000
"LS18 5DU","LS18","2020","T",287000
"S66 7FA","S66","2020","D",455000
"OX29 7DG","OX29","2020","D",1025000
"DN10 6TL","DN10","2020","F",187000
"LS10 1EU","LS10","2020","F",185850
"DN10 6TL","DN10","2020","F",177000
"DN10 6TL","DN10","2020","F",165000
"OX7 6DE","OX7","2020","F",180000
"LS19 6DH","LS19","2020","T",374500
"BD20 7BX","BD20","2020","O",180000
"HX2 6RL","HX2","2020","F",152500
"HX2 6RL","HX2","2020","F",150000
"YO7 1RS","YO7","2020","O",12000
"LS19 7BW","LS19","2020","F",195000
"LS29 6GE","LS29","2020","T",410000
"LA6 3HN","LA6","2020","O",177500
"BD24 0BE","BD24","2020","T",138000
"BD20 8RG","BD20","2020","T",187700
"LS28 6FB","LS28","2020","F",97500
"LS28 6FB","LS28","2020","F",135500
"LS28 6FB","LS28","2020","F",145000
"LS28 6FB","LS28","2020","F",129500
"LS28 6FB","LS28","2020","F",122000
"LS28 6FB","LS28","2020","F",125000
"LS19 7AA","LS19","2020","F",155000
"HG3 1QA","HG3","2020","O",1e+05
"BD22 8EY","BD22","2020","F",53000
"LS10 1EU","LS10","2020","O",215000
"HD7 4HG","HD7","2020","F",1e+05
"BD14 6PN","BD14","2020","F",1e+05
"BD13 3GJ","BD13","2020","F",89000
"LS28 6FB","LS28","2020","F",97000
"LS28 6FB","LS28","2020","F",127500
"LS29 6GA","LS29","2020","F",102500
"WF3 4NF","WF3","2020","D",190000
"HX3 8QG","HX3","2020","F",250000
"HX7 5HU","HX7","2020","T",146000
"LS10 1HP","LS10","2020","F",277500
"HD4 7EA","HD4","2020","T",340000
"YO31 9PN","YO31","2020","F",155000
"HD4 6TJ","HD4","2020","F",245000
"HX4 8AG","HX4","2020","F",109000
"HX3 0RW","HX3","2020","F",230000
"LS18 4GW","LS18","2020","F",174950
"YO13 0PZ","YO13","2020","F",370000
"BD18 3LZ","BD18","2020","F",189950
"LS10 1HG","LS10","2020","F",219000
"BD20 0ET","BD20","2020","F",125000
"LS28 6JQ","LS28","2020","F",132000
"HD8 9PD","HD8","2020","F",120000
"BD22 9JS","BD22","2020","F",74000
"LS17 9BH","LS17","2020","D",380000
"YO19 6ED","YO19","2020","S",215000
"LS18 4RF","LS18","2020","F",148000
"HD7 5AR","HD7","2020","F",205000
"BD4 6PQ","BD4","2020","F",78000
"HX2 6JW","HX2","2020","S",445000
"HD9 7JU","HD9","2020","F",96000
"LS19 7EH","LS19","2020","F",116000
"LS10 4FT","LS10","2020","F",95000
"BD3 7FF","BD3","2020","F",68500
"LS27 8LD","LS27","2020","F",110000
"LS23 6BU","LS23","2020","F",235000
"HX2 8AE","HX2","2020","F",57000
"LS18 4GW","LS18","2020","F",219950
"LS18 4GW","LS18","2020","F",259950
"LS19 7NA","LS19","2020","F",165000
"LS29 0PL","LS29","2020","S",312500
"LS10 1HG","LS10","2020","F",210000
"LS20 9AS","LS20","2020","F",135000
"HD9 7RZ","HD9","2020","F",148500
"LS29 6FZ","LS29","2020","F",145000
"YO13 0PZ","YO13","2020","F",265000
"BD11 2EQ","BD11","2020","F",105000
"BD11 2EQ","BD11","2020","F",115000
"LS18 5NG","LS18","2020","F",139000
"LS13 4LD","LS13","2020","F",120000
"BD17 6BS","BD17","2020","T",180000
"BD20 5TX","BD20","2020","T",150000
"HD3 3BZ","HD3","2020","F",90000
"BD10 0LP","BD10","2020","F",149950
"WF3 2GD","WF3","2020","F",120000
"LS29 7JQ","LS29","2020","S",595000
"HD7 6NF","HD7","2020","T",85000
"DL10 7JD","DL10","2020","T",136000
"BD20 9PD","BD20","2020","F",84500
"LS29 6QJ","LS29","2020","F",180000
"OX29 8BH","OX29","2020","T",256000
"DN10 6TL","DN10","2020","F",147500
"BD13 3RR","BD13","2020","T",227500
"YO61 3LF","YO61","2020","T",185000
"S35 2XL","S35","2020","F",130000
"LS7 3NX","LS7","2020","S",280000
"WF3 1EF","WF3","2020","S",176500
"HD9 6PG","HD9","2020","T",91500
"LS23 7BG","LS23","2020","S",397500
"LS28 5FJ","LS28","2020","F",155000
"HX6 4RY","HX6","2020","F",1e+05
"WF11 9FB","WF11","2020","D",155000
"YO61 3LF","YO61","2020","T",145000
"OX10 9LS","OX10","2020","S",630000
"LS18 5SR","LS18","2020","F",222500
"BD3 7FF","BD3","2020","F",87500
"LS19 7HZ","LS19","2020","F",125000
"BD18 3LZ","BD18","2020","F",2e+05
"HD7 5UW","HD7","2020","F",135000
"HX3 6PG","HX3","2020","F",70000
"LS20 8LW","LS20","2020","F",129950
"HX3 9SS","HX3","2020","F",42000
"OX27 8AB","OX27","2020","F",252000
"HD8 8NZ","HD8","2020","T",182500
"HD4 7BS","HD4","2020","D",395000
"HD7 4HG","HD7","2020","F",130000
"LS29 6GE","LS29","2020","F",210000
"HD9 3TH","HD9","2020","T",271000
"WF4 3JL","WF4","2020","S",493000
"BD20 6PP","BD20","2020","F",92000
"LS19 6HN","LS19","2020","F",115000
"LS22 4ET","LS22","2020","O",280000
"BD20 5UH","BD20","2020","T",72000
"LA6 3HN","LA6","2020","T",238500
"YO62 7TL","YO62","2020","O",310000
"LS9 0DS","LS9","2020","F",119950
"LS9 0DS","LS9","2020","F",120000
"LS9 0DS","LS9","2020","F",172500
"LS9 0DS","LS9","2020","F",127500
"LS9 0DS","LS9","2020","F",122500
"LS9 0DS","LS9","2020","F",164500
"LS19 6BA","LS19","2020","F",165000
"LS19 7AA","LS19","2020","F",147500
"LS18 5PA","LS18","2020","F",1e+05
"LS26 8JH","LS26","2020","F",138000
"OX25 2AZ","OX25","2020","F",239950
"OX25 2AZ","OX25","2020","F",249950
"LS28 6FB","LS28","2020","F",102500
"LS10 1EU","LS10","2020","F",167500
"LS28 6JQ","LS28","2020","F",135000
"OX29 0AQ","OX29","2020","F",76000
"LS29 6QW","LS29","2020","F",50000
"HX7 7BE","HX7","2020","S",275000
"S66 8PH","S66","2020","O",3e+05
"S71 5EH","S71","2020","F",80000
"HD9 3TQ","HD9","2020","F",165000
"LS12 4EP","LS12","2020","F",145000
"DN6 8JY","DN6","2020","S",2e+05
"DN11 0ND","DN11","2020","S",90000
"YO61 3ES","YO61","2020","O",740000
"DN12 1EX","DN12","2020","F",90000
"BD17 6PG","BD17","2020","F",142000
"LS18 4GS","LS18","2020","F",210000
"WF3 2AU","WF3","2020","S",135500
"DN10 6TL","DN10","2020","F",140000
"LS29 6AE","LS29","2020","S",2e+05
"LS18 4GX","LS18","2020","F",132490
"OX4 2GY","OX4","2020","F",225500
"HD8 0LX","HD8","2020","T",222500
"S11 7PX","S11","2020","F",302600
"LS7 3QB","LS7","2020","F",218000
"OX10 8EH","OX10","2020","O",150000
"WF3 2FW","WF3","2020","F",1e+05
"WF3 2FW","WF3","2020","F",102000
"YO7 1JN","YO7","2020","F",1e+05
"BD20 7RN","BD20","2020","F",109950
"YO19 5UD","YO19","2020","D",799950
"LS8 2BL","LS8","2020","F",124995
"LS27 9FB","LS27","2020","F",132000
"HD7 4HG","HD7","2020","F",117000
"WF3 2FY","WF3","2020","F",113000
"DL7 9JR","DL7","2020","S",6e+05
"YO19 5UP","YO19","2020","O",4e+05
"BD20 8FG","BD20","2020","F",225000
"LS27 7LZ","LS27","2020","F",1e+05
"OX25 1NY","OX25","2020","O",320000
"YO26 8JH","YO26","2020","D",615000
"YO32 9AH","YO32","2020","T",330000
"YO62 4AD","YO62","2020","S",195000
"HG3 3QP","HG3","2020","S",375000
"YO31 9PR","YO31","2020","F",152000
"OX12 9FG","OX12","2020","T",269950
"HD7 5UN","HD7","2020","F",125000
"LS29 6FB","LS29","2020","F",52000
"HD7 4HG","HD7","2020","F",93000
"LS16 9HJ","LS16","2020","F",215000
"LS11 8LN","LS11","2020","F",97000
"DN10 6NB","DN10","2020","F",199999
"HD6 4FR","HD6","2020","F",90000
"LS12 3HJ","LS12","2020","F",41250
"OX29 8HQ","OX29","2020","F",165000
"LS28 5GL","LS28","2020","F",160000
"LS27 8ZJ","LS27","2020","F",150000
"BD3 7FG","BD3","2020","F",80000
"S63 7GF","S63","2020","F",75000
"S63 7GG","S63","2020","F",75000
"LS27 0SB","LS27","2020","F",45500
"LS10 1HG","LS10","2020","F",290000
"LS12 4EP","LS12","2020","F",123000
"LS10 1PU","LS10","2020","F",123000
"WF13 4AA","WF13","2020","F",39000
"LS17 7LY","LS17","2020","F",152500
"LS27 8BW","LS27","2020","F",185000
"BD20 6PP","BD20","2020","F",89999
"LS1 4GQ","LS1","2020","F",159750
"BD3 7FG","BD3","2020","F",73500
"OX1 5DN","OX1","2020","F",435000
"HD9 1HT","HD9","2020","S",275000
"LS10 4FT","LS10","2020","F",89000
"BD20 6PS","BD20","2020","F",110000
"LS10 4FT","LS10","2020","F",1e+05
"LS18 5NF","LS18","2020","F",97000
"BD4 6RL","BD4","2020","T",343000
"HX4 9LB","HX4","2020","T",221000
"BD11 1LS","BD11","2020","F",102500
"LS14 3AE","LS14","2020","T",145000
"BD15 0DP","BD15","2020","F",85000
"BD20 6PS","BD20","2020","F",122000
"LS13 4LD","LS13","2020","F",71875
"LS29 0SY","LS29","2020","F",56823
"BD20 6PP","BD20","2020","F",87500
"HD9 1RR","HD9","2020","T",198000
"LS29 7AS","LS29","2020","S",265000
"WF4 2PB","WF4","2020","S",210000
"HX4 0HQ","HX4","2020","F",173000
"BD17 7HR","BD17","2020","F",112000
"LS20 8EU","LS20","2020","F",138500
"HD7 5UW","HD7","2020","F",155000
"LS7 4NP","LS7","2020","F",155000
"LS8 2JH","LS8","2020","F",295000
"LS29 7HY","LS29","2020","F",106250
"OX2 9TA","OX2","2020","F",120000
"OX28 5DG","OX28","2020","F",475000
"LS21 1PH","LS21","2020","O",1525000
"BD4 6PQ","BD4","2020","F",72000
"BD15 9BX","BD15","2020","F",70000
"LS10 1NW","LS10","2020","F",173250
"S75 5RN","S75","2020","F",93000
"HD7 5UW","HD7","2020","F",69995
"HD7 5UW","HD7","2020","F",69000
"HD9 3TQ","HD9","2020","F",195000
